season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2015.0,REG,CLE,1.0,00-0031253,CB,K'Waun Williams,K'Waun,Williams,Abdomen,,Questionable,Abdomen,,Limited Participation in Practice,2015-09-11T10:53:51.000000+0000
2015.0,REG,CLE,1.0,00-0031331,CB,Pierre Desir,Pierre,Desir,Concussion,,Probable,Concussion,,Full Participation in Practice,2015-09-11T10:52:19.000000+0000
2015.0,REG,CLE,1.0,00-0027860,CB,Joe Haden,Joe,Haden,Hip,,Probable,Hip,,Full Participation in Practice,2015-09-11T10:52:19.000000+0000
2015.0,REG,CLE,1.0,00-0032257,RB,Duke Johnson,Duke,Johnson,Concussion,,Probable,Concussion,,Full Participation in Practice,2015-09-11T10:52:19.000000+0000
2015.0,REG,CLE,1.0,00-0031361,LB,Christian Kirksey,Christian,Kirksey,Groin,,Probable,Groin,,Full Participation in Practice,2015-09-11T10:52:19.000000+0000
2015.0,REG,CLE,1.0,00-0031409,QB,Johnny Manziel,Johnny,Manziel,right Elbow,,Probable,right Elbow,,Full Participation in Practice,2015-09-11T10:52:19.000000+0000
2015.0,REG,CLE,1.0,00-0027356,WR,Marlon Moore,Marlon,Moore,Rib,,Probable,Rib,,Full Participation in Practice,2015-09-11T10:52:19.000000+0000
2015.0,REG,CLE,1.0,00-0029253,T,Mitchell Schwartz,Mitchell,Schwartz,Thumb,,Probable,Thumb,,Full Participation in Practice,2015-09-11T10:52:19.000000+0000
2015.0,REG,DAL,1.0,00-0027902,WR,Dez Bryant,Dez,Bryant,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0029634,TE,James Hanna,James,Hanna,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0031348,LB,Anthony Hitchens,Anthony,Hitchens,Foot,,Probable,Foot,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0031402,G,Zack Martin,Zack,Martin,Neck,,Probable,Neck,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0027422,S,Danny McCray,Danny,McCray,Neck,,Probable,Neck,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0030046,T,Jordan Mills,Jordan,Mills,Foot,,Probable,Foot,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0021678,QB,Tony Romo,Tony,Romo,Back,,Probable,Back,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0031310,WR,Devin Street,Devin,Street,Ankle,,Probable,Ankle,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0029677,QB,Brandon Weeden,Brandon,Weeden,Concussion,,Probable,Concussion,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DAL,1.0,00-0030543,S,J.J. Wilcox,J.J.,Wilcox,Neck,,Probable,Neck,,Full Participation in Practice,2015-09-11T11:55:31.000000+0000
2015.0,REG,DEN,1.0,00-0030677,DE,Kenny Anunike,Kenny,Anunike,Knee,,Out,Knee,,Did Not Participate In Practice,2015-09-11T11:50:29.000000+0000
2015.0,REG,DEN,1.0,00-0029799,LB,Lerentee McCray,Lerentee,McCray,Groin,,Questionable,Groin,,Limited Participation in Practice,2015-09-11T11:50:49.000000+0000
2015.0,REG,DEN,1.0,00-0029563,S,Omar Bolden,Omar,Bolden,Rib cage,,Probable,Rib cage,,Full Participation in Practice,2015-09-11T11:50:36.000000+0000
2015.0,REG,DEN,1.0,00-0026237,WR,Andre Caldwell,Andre,Caldwell,Illness,,Probable,Illness,,Full Participation in Practice,2015-09-11T11:50:41.000000+0000
2015.0,REG,DEN,1.0,00-0031831,TE,Mitchell Henry,Mitchell,Henry,Finger,,Probable,Finger,,Full Participation in Practice,2015-09-11T11:49:50.000000+0000
2015.0,REG,DEN,1.0,00-0029620,LB,Brandon Marshall,Brandon,Marshall,Foot,,Probable,Foot,,Full Participation in Practice,2015-09-11T11:49:50.000000+0000
2015.0,REG,DET,1.0,00-0031071,DT,Caraun Reid,Caraun,Reid,Ankle,,Out,Ankle,,Did Not Participate In Practice,2015-09-11T13:00:49.000000+0000
2015.0,REG,DET,1.0,00-0030065,G,Larry Warford,Larry,Warford,Ankle,,Out,Ankle,,Did Not Participate In Practice,2015-09-11T13:01:09.000000+0000
2015.0,REG,DET,1.0,00-0027050,LB,DeAndre Levy,DeAndre,Levy,Hip,,Doubtful,Hip,,Did Not Participate In Practice,2015-09-11T13:01:27.000000+0000
2015.0,REG,DET,1.0,00-0029886,T,LaAdrian Waddle,LaAdrian,Waddle,Elbow,,Questionable,Elbow,,Full Participation in Practice,2015-09-11T13:03:22.000000+0000
2015.0,REG,DET,1.0,00-0031387,TE,Eric Ebron,Eric,Ebron,Ankle,,Probable,Ankle,,Full Participation in Practice,2015-09-11T13:01:40.000000+0000
2015.0,REG,DET,1.0,00-0029212,LB,Tahir Whitehead,Tahir,Whitehead,Elbow,,Probable,Elbow,,Full Participation in Practice,2015-09-11T13:02:39.000000+0000
2015.0,REG,GB,1.0,00-0027676,S,Morgan Burnett,Morgan,Burnett,Calf,,Questionable,Calf,,Did Not Participate In Practice,2015-09-11T12:57:51.000000+0000
2015.0,REG,GB,1.0,00-0030119,LB,Sam Barrington,Sam,Barrington,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2015-09-11T12:57:29.000000+0000
2015.0,REG,GB,1.0,00-0028002,WR,Randall Cobb,Randall,Cobb,Shoulder,,Probable,Shoulder,,Limited Participation in Practice,2015-09-11T12:58:10.000000+0000
2015.0,REG,HOU,1.0,00-0031098,S,Lonnie Ballentine,Lonnie,Ballentine,Knee,,Out,Knee,,Did Not Participate In Practice,2015-09-11T11:14:27.000000+0000
2015.0,REG,HOU,1.0,00-0026796,RB,Arian Foster,Arian,Foster,Groin,,Out,Groin,,Did Not Participate In Practice,2015-09-11T11:14:44.000000+0000
2015.0,REG,HOU,1.0,00-0028127,LB,Mike Mohamed,Mike,Mohamed,Calf,,Out,Calf,,Did Not Participate In Practice,2015-09-11T11:14:55.000000+0000
2015.0,REG,HOU,1.0,00-0031410,G,Xavier Su'a-Filo,Xavier,Su'a-Filo,Calf,,Out,Calf,,Did Not Participate In Practice,2015-09-11T11:15:07.000000+0000
2015.0,REG,HOU,1.0,00-0031929,LB,Carlos Thompson,Carlos,Thompson,Concussion,,Out,Concussion,,Limited Participation in Practice,2015-09-11T11:15:11.000000+0000
2015.0,REG,HOU,1.0,00-0026166,T,Duane Brown,Duane,Brown,Hand,,Probable,Hand,,Full Participation in Practice,2015-09-11T11:14:33.000000+0000
2015.0,REG,HOU,1.0,00-0031364,LB,Jadeveon Clowney,Jadeveon,Clowney,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T11:14:14.000000+0000
2015.0,REG,HOU,1.0,00-0031619,DT,Christian Covington,Christian,Covington,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2015-09-11T11:14:14.000000+0000
2015.0,REG,HOU,1.0,00-0031553,LB,Benardrick McKinney,Benardrick,McKinney,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T11:14:14.000000+0000
2015.0,REG,IND,1.0,00-0029547,RB,Vick Ballard,Vick,Ballard,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2015-09-11T10:49:16.000000+0000
2015.0,REG,IND,1.0,00-0026910,CB,Gregory Toler,Gregory,Toler,Neck,,Out,Neck,,Did Not Participate In Practice,2015-09-11T10:49:29.000000+0000
2015.0,REG,IND,1.0,00-0022059,LB,Robert Mathis,Robert,Mathis,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2015-09-11T10:49:51.000000+0000
2015.0,REG,IND,1.0,00-0032271,CB,D'Joun Smith,D'Joun,Smith,Knee,,Questionable,Knee,,Limited Participation in Practice,2015-09-11T10:50:14.000000+0000
2015.0,REG,IND,1.0,00-0028005,LB,Nate Irving,Nate,Irving,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T10:48:55.000000+0000
2015.0,REG,IND,1.0,00-0024249,LB,D'Qwell Jackson,D'Qwell,Jackson,Toe,,Probable,Toe,,Full Participation in Practice,2015-09-11T10:48:55.000000+0000
2015.0,REG,IND,1.0,00-0029825,CB,Sheldon Price,Sheldon,Price,Concussion,,Probable,Concussion,,Full Participation in Practice,2015-09-11T10:48:55.000000+0000
2015.0,REG,IND,1.0,00-0030563,LB,Bjoern Werner,Bjoern,Werner,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T10:48:55.000000+0000
2015.0,REG,JAX,1.0,00-0029600,DE,Andre Branch,Andre,Branch,Knee,,Out,Knee,,Did Not Participate In Practice,2015-09-11T08:54:30.000000+0000
2015.0,REG,JAX,1.0,00-0027038,DT,Sen'Derrick Marks,Sen'Derrick,Marks,Knee,,Out,Knee,,Did Not Participate In Practice,2015-09-11T08:55:02.000000+0000
2015.0,REG,JAX,1.0,00-0028067,TE,Julius Thomas,Julius,Thomas,Hand,,Out,Hand,,Did Not Participate In Practice,2015-09-11T08:55:08.000000+0000
2015.0,REG,JAX,1.0,00-0031431,WR,Marqise Lee,Marqise,Lee,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2015-09-11T08:55:20.000000+0000
2015.0,REG,JAX,1.0,00-0027888,RB,Toby Gerhart,Toby,Gerhart,Abdomen,,Questionable,Abdomen,,Limited Participation in Practice,2015-09-11T08:54:49.000000+0000
2015.0,REG,JAX,1.0,00-0032154,DT,Michael Bennett,Michael,Bennett,Ankle,,Probable,Ankle,,Full Participation in Practice,2015-09-11T08:54:15.000000+0000
2015.0,REG,JAX,1.0,00-0030538,S,Johnathan Cyprien,Johnathan,Cyprien,Finger,,Probable,Finger,,Full Participation in Practice,2015-09-11T08:54:15.000000+0000
2015.0,REG,JAX,1.0,00-0029955,LB,LaRoy Reynolds,LaRoy,Reynolds,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T08:54:15.000000+0000
2015.0,REG,JAX,1.0,00-0027595,WR,Bryan Walters,Bryan,Walters,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2015-09-11T08:54:15.000000+0000
2015.0,REG,KC,1.0,00-0029524,G,Jeff Allen,Jeff,Allen,Knee,,Questionable,Knee,,Full Participation in Practice,2015-09-11T12:49:09.000000+0000
2015.0,REG,KC,1.0,00-0030584,T,Eric Fisher,Eric,Fisher,Ankle,,Questionable,Ankle,,Full Participation in Practice,2015-09-11T12:49:17.000000+0000
2015.0,REG,KC,1.0,00-0024324,WR,Jason Avant,Jason,Avant,Hip,,Probable,Hip,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0032128,WR,Chris Conley,Chris,Conley,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0030155,TE,Demetrius Harris,Demetrius,Harris,Foot,,Probable,Foot,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0030506,TE,Travis Kelce,Travis,Kelce,Ankle,,Probable,Ankle,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0027170,LB,Joshua Mauga,Joshua,Mauga,Achilles,,Probable,Achilles,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0031957,DE,Rakeem Nunez-Roches,Rakeem,Nunez-Roches,Ankle,,Probable,Ankle,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0029688,DT,Dontari Poe,Dontari,Poe,Back,,Probable,Back,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0031060,WR,De'Anthony Thomas,De'Anthony,Thomas,Calf,,Probable,Calf,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,KC,1.0,00-0030669,WR,Albert Wilson,Albert,Wilson,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2015-09-11T12:49:01.000000+0000
2015.0,REG,MIA,1.0,00-0027728,T,Jason Fox,Jason,Fox,Concussion,,Doubtful,Concussion,,Limited Participation in Practice,2015-09-11T10:13:36.000000+0000
2015.0,REG,MIA,1.0,00-0026155,T,Branden Albert,Branden,Albert,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T10:13:14.000000+0000
2015.0,REG,MIA,1.0,00-0029260,RB,LaMichael James,LaMichael,James,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2015-09-11T10:13:14.000000+0000
2015.0,REG,MIA,1.0,00-0031547,WR,DeVante Parker,DeVante,Parker,Foot,,Probable,Foot,,Full Participation in Practice,2015-09-11T10:13:14.000000+0000
2015.0,REG,MIA,1.0,00-0030484,CB,Jamar Taylor,Jamar,Taylor,Thigh,,Probable,Thigh,,Full Participation in Practice,2015-09-11T10:13:14.000000+0000
2015.0,REG,MIN,1.0,00-0029432,TE,Chase Ford,Chase,Ford,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2015-09-12T10:35:36.000000+0000
2015.0,REG,MIN,1.0,00-0029931,RB,Zach Line,Zach,Line,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-12T10:35:36.000000+0000
2015.0,REG,MIN,1.0,00-0031585,TE,MyCole Pruitt,MyCole,Pruitt,Ankle,,Probable,Ankle,,Full Participation in Practice,2015-09-12T10:35:36.000000+0000
2015.0,REG,MIN,1.0,00-0031242,DT,Shamar Stephen,Shamar,Stephen,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-12T10:35:36.000000+0000
2015.0,REG,NE,1.0,00-0031174,C,Bryan Stork,Bryan,Stork,Concussion,,Out,Concussion,,Did Not Participate In Practice,2015-09-09T12:29:42.000000+0000
2015.0,REG,NE,1.0,00-0029205,RB,Travaris Cadet,Travaris,Cadet,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2015-09-09T12:29:18.000000+0000
2015.0,REG,NE,1.0,00-0031566,DE,Trey Flowers,Trey,Flowers,Knee,,Questionable,Knee,,Full Participation in Practice,2015-09-09T12:29:30.000000+0000
2015.0,REG,NE,1.0,00-0029410,S,Tavon Wilson,Tavon,Wilson,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2015-09-09T12:29:59.000000+0000
2015.0,REG,NO,1.0,00-0027018,S,Jairus Byrd,Jairus,Byrd,Knee,,Out,Knee,,Did Not Participate In Practice,2015-09-11T13:26:34.000000+0000
2015.0,REG,NO,1.0,00-0026857,LB,Dannell Ellerbe,Dannell,Ellerbe,Toe,,Out,Toe,,Did Not Participate In Practice,2015-09-11T13:26:43.000000+0000
2015.0,REG,NO,1.0,00-0026903,CB,Keenan Lewis,Keenan,Lewis,Hip,,Out,Hip,,Did Not Participate In Practice,2015-09-11T13:26:52.000000+0000
2015.0,REG,NO,1.0,00-0027861,RB,C.J. Spiller,C.J.,Spiller,Knee,,Out,Knee,,Did Not Participate In Practice,2015-09-11T13:26:58.000000+0000
2015.0,REG,NO,1.0,00-0031946,LB,Davis Tull,Davis,Tull,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2015-09-11T13:27:08.000000+0000
2015.0,REG,NO,1.0,00-0026289,RB,Tim Hightower,Tim,Hightower,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T13:27:15.000000+0000
2015.0,REG,NYG,1.0,00-0025412,LB,Jon Beason,Jon,Beason,Knee,,Out,Knee,,Did Not Participate In Practice,2015-09-11T10:40:15.000000+0000
2015.0,REG,NYG,1.0,00-0027265,WR,Victor Cruz,Victor,Cruz,Calf,,Out,Calf,,Did Not Participate In Practice,2015-09-11T10:40:30.000000+0000
2015.0,REG,NYG,1.0,00-0026832,LB,Jonathan Casillas,Jonathan,Casillas,Neck,,Probable,Neck,,Full Participation in Practice,2015-09-11T10:39:58.000000+0000
2015.0,REG,NYG,1.0,00-0021706,DT,Cullen Jenkins,Cullen,Jenkins,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2015-09-11T10:39:58.000000+0000
2015.0,REG,NYG,1.0,00-0031562,DE,Owamagbe Odighizuwa,Owamagbe,Odighizuwa,Foot,,Probable,Foot,,Limited Participation in Practice,2015-09-11T10:39:58.000000+0000
2015.0,REG,NYJ,1.0,00-0030565,QB,Geno Smith,Geno,Smith,Jaw,,Out,Jaw,,Did Not Participate In Practice,2015-09-11T11:41:59.000000+0000
2015.0,REG,NYJ,1.0,00-0023954,DE,Stephen Bowen,Stephen,Bowen,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T11:41:52.000000+0000
2015.0,REG,NYJ,1.0,00-0027963,G,James Carpenter,James,Carpenter,Back,,Probable,Back,,Full Participation in Practice,2015-09-11T11:41:52.000000+0000
2015.0,REG,NYJ,1.0,00-0024193,G,Willie Colon,Willie,Colon,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T11:41:52.000000+0000
2015.0,REG,NYJ,1.0,00-0024234,CB,Antonio Cromartie,Antonio,Cromartie,Hip,,Probable,Hip,,Full Participation in Practice,2015-09-11T11:41:52.000000+0000
2015.0,REG,NYJ,1.0,00-0025945,LB,Erin Henderson,Erin,Henderson,Knee,,Probable,Knee,,Full Participation in Practice,2015-09-11T11:41:52.000000+0000
