season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2013.0,REG,BAL,1.0,00-0029388,WR,Deonte Thompson,Deonte,Thompson,Foot,,Doubtful,Foot,,Did Not Participate In Practice,2013-09-04T13:19:51.000000+0000
2013.0,REG,BAL,1.0,00-0030511,DT,Brandon Williams,Brandon,Williams,Toe,,Doubtful,Toe,,Did Not Participate In Practice,2013-09-04T13:19:59.000000+0000
2013.0,REG,BAL,1.0,00-0027675,TE,Ed Dickson,Ed,Dickson,Thigh,,Probable,Thigh,,Full Participation in Practice,2013-09-04T13:16:57.000000+0000
2013.0,REG,BAL,1.0,00-0028103,DE,Pernell McPhee,Pernell,McPhee,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-04T13:16:57.000000+0000
2013.0,REG,BUF,1.0,00-0029542,CB,Stephon Gilmore,Stephon,Gilmore,Wrist,,Out,Wrist,,Did Not Participate In Practice,2013-09-06T09:39:55.000000+0000
2013.0,REG,BUF,1.0,00-0030098,K,Dustin Hopkins,Dustin,Hopkins,right Groin,,Out,right Groin,,Did Not Participate In Practice,2013-09-06T09:40:00.000000+0000
2013.0,REG,BUF,1.0,00-0025829,C,Doug Legursky,Doug,Legursky,Knee,,Out,Knee,,Did Not Participate In Practice,2013-09-06T09:40:06.000000+0000
2013.0,REG,BUF,1.0,00-0027018,S,Jairus Byrd,Jairus,Byrd,Foot,,Doubtful,Foot,,Limited Participation in Practice,2013-09-06T09:39:49.000000+0000
2013.0,REG,BUF,1.0,00-0030526,QB,E.J. Manuel,E.J.,Manuel,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T09:36:51.000000+0000
2013.0,REG,CAR,1.0,00-0030465,RB,Kenjon Barner,Kenjon,Barner,Foot,,Out,Foot,,Did Not Participate In Practice,2013-09-06T11:37:13.000000+0000
2013.0,REG,CAR,1.0,00-0028694,CB,James Dockery,James,Dockery,Thumb,,Out,Thumb,,Limited Participation in Practice,2013-09-06T11:37:22.000000+0000
2013.0,REG,CAR,1.0,00-0027023,S,Michael Mitchell,Michael,Mitchell,Calf,,Doubtful,Calf,,Did Not Participate In Practice,2013-09-06T11:37:58.000000+0000
2013.0,REG,CAR,1.0,00-0022750,DT,Dwan Edwards,Dwan,Edwards,Thigh,,Questionable,Thigh,,Did Not Participate In Practice,2013-09-06T11:37:35.000000+0000
2013.0,REG,CAR,1.0,00-0024345,WR,Domenik Hixon,Domenik,Hixon,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2013-09-06T11:37:52.000000+0000
2013.0,REG,CAR,1.0,00-0029254,G,Amini Silatolu,Amini,Silatolu,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2013-09-06T11:38:04.000000+0000
2013.0,REG,CAR,1.0,00-0025412,LB,Jon Beason,Jon,Beason,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:37:08.000000+0000
2013.0,REG,CAR,1.0,00-0022847,TE,Ben Hartsock,Ben,Hartsock,Foot,,Probable,Foot,,Full Participation in Practice,2013-09-06T11:37:08.000000+0000
2013.0,REG,CAR,1.0,00-0026069,RB,Mike Tolbert,Mike,Tolbert,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2013-09-06T11:37:08.000000+0000
2013.0,REG,CIN,1.0,00-0027697,CB,Brandon Ghee,Brandon,Ghee,Concussion,,Out,Concussion,,Did Not Participate In Practice,2013-09-06T10:22:27.000000+0000
2013.0,REG,CIN,1.0,00-0026199,G,Mike Pollak,Mike,Pollak,Knee,,Out,Knee,,Did Not Participate In Practice,2013-09-06T10:22:34.000000+0000
2013.0,REG,CIN,1.0,00-0024270,T,Andrew Whitworth,Andrew,Whitworth,Knee,,Doubtful,Knee,,Did Not Participate In Practice,2013-09-06T10:22:44.000000+0000
2013.0,REG,CIN,1.0,00-0027662,DE,Carlos Dunlap,Carlos,Dunlap,Concussion,,Probable,Concussion,,Full Participation in Practice,2013-09-06T10:21:37.000000+0000
2013.0,REG,CIN,1.0,00-0030549,TE,Tyler Eifert,Tyler,Eifert,Forearm,,Probable,Forearm,,Full Participation in Practice,2013-09-06T10:21:37.000000+0000
2013.0,REG,CIN,1.0,00-0029560,CB,Dre Kirkpatrick,Dre,Kirkpatrick,Concussion,,Probable,Concussion,,Full Participation in Practice,2013-09-06T10:21:37.000000+0000
2013.0,REG,CIN,1.0,00-0026982,T,Andre Smith,Andre,Smith,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T10:21:37.000000+0000
2013.0,REG,CIN,1.0,00-0029258,DT,Devon Still,Devon,Still,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T10:21:37.000000+0000
2013.0,REG,CLE,1.0,00-0026281,TE,Gary Barnidge,Gary,Barnidge,,,,Shoulder,,Full Participation in Practice,2013-09-04T12:52:24.000000+0000
2013.0,REG,CLE,1.0,00-0030476,G,Garrett Gilkey,Garrett,Gilkey,,,,Shoulder,,Full Participation in Practice,2013-09-04T12:53:28.000000+0000
2013.0,REG,CLE,1.0,00-0029266,DT,John Hughes,John,Hughes,,,,Knee,,Full Participation in Practice,2013-09-04T12:54:15.000000+0000
2013.0,REG,CLE,1.0,00-0030558,LB,Barkevious Mingo,Barkevious,Mingo,Lung,,Out,Lung,,Limited Participation in Practice,2013-09-06T10:46:29.000000+0000
2013.0,REG,CLE,1.0,00-0027694,G,Shawn Lauvao,Shawn,Lauvao,Ankle,,Out,Ankle,,Out (Definitely Will Not Play),2013-09-06T10:46:11.000000+0000
2013.0,REG,CLE,1.0,00-0026330,DE,Ahtyba Rubin,Ahtyba,Rubin,Calf,,Questionable,Calf,,Did Not Participate In Practice,2013-09-06T10:47:50.000000+0000
2013.0,REG,CLE,1.0,00-0028075,CB,Buster Skrine,Buster,Skrine,Shoulder,,Questionable,Shoulder,,Did Not Participate In Practice,2013-09-06T10:47:16.000000+0000
2013.0,REG,CLE,1.0,00-0026000,WR,Davone Bess,Davone,Bess,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T10:45:41.000000+0000
2013.0,REG,CLE,1.0,00-0026533,DE,Desmond Bryant,Desmond,Bryant,Back,,Probable,Back,,Full Participation in Practice,2013-09-06T10:45:54.000000+0000
2013.0,REG,CLE,1.0,00-0028040,TE,Jordan Cameron,Jordan,Cameron,Groin,,Probable,Groin,,Full Participation in Practice,2013-09-06T10:46:02.000000+0000
2013.0,REG,CLE,1.0,00-0030219,LB,Eric Martin,Eric,Martin,Foot,,Probable,Foot,,Full Participation in Practice,2013-09-06T10:46:46.000000+0000
2013.0,REG,CLE,1.0,00-0027062,CB,Christopher Owens,Christopher,Owens,Foot,,Probable,Foot,,Full Participation in Practice,2013-09-06T10:45:23.000000+0000
2013.0,REG,CLE,1.0,00-0027975,LB,Jabaal Sheard,Jabaal,Sheard,Illness,,Probable,Illness,,Full Participation in Practice,2013-09-06T10:45:23.000000+0000
2013.0,REG,DAL,1.0,00-0029491,DE,Ben Bass,Ben,Bass,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2013-09-06T11:59:21.000000+0000
2013.0,REG,DAL,1.0,00-0029004,RB,Lance Dunbar,Lance,Dunbar,Foot,,Out,Foot,,Did Not Participate In Practice,2013-09-06T11:59:29.000000+0000
2013.0,REG,DAL,1.0,00-0027422,S,Danny McCray,Danny,McCray,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2013-09-06T11:59:37.000000+0000
2013.0,REG,DAL,1.0,00-0025413,DE,Anthony Spencer,Anthony,Spencer,Knee,,Doubtful,Knee,,Did Not Participate In Practice,2013-09-06T11:59:43.000000+0000
2013.0,REG,DAL,1.0,00-0029010,G,Ronald Leary,Ronald,Leary,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:59:14.000000+0000
2013.0,REG,DEN,1.0,00-0029854,RB,C.J. Anderson,C.J.,Anderson,Knee,,Out,Knee,,Did Not Participate In Practice,2013-09-04T12:56:39.000000+0000
2013.0,REG,DEN,1.0,00-0000585,CB,Champ Bailey,Champ,Bailey,Foot,,Out,Foot,,Did Not Participate In Practice,2013-09-04T12:56:31.000000+0000
2013.0,REG,DEN,1.0,00-0023630,TE,Joel Dreessen,Joel,Dreessen,Knee,,Out,Knee,,Did Not Participate In Practice,2013-09-04T12:57:26.000000+0000
2013.0,REG,DEN,1.0,00-0024375,G,Chris Kuper,Chris,Kuper,Ankle,,Doubtful,Ankle,,Limited Participation in Practice,2013-09-04T12:57:58.000000+0000
2013.0,REG,DEN,1.0,00-0026994,DE,Robert Ayers,Robert,Ayers,Achilles,,Probable,Achilles,,Full Participation in Practice,2013-09-04T12:56:13.000000+0000
2013.0,REG,DEN,1.0,00-0026152,T,Ryan Clady,Ryan,Clady,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-04T12:56:13.000000+0000
2013.0,REG,DEN,1.0,00-0029682,QB,Brock Osweiler,Brock,Osweiler,left Shoulder,,Probable,left Shoulder,,Full Participation in Practice,2013-09-04T12:56:13.000000+0000
2013.0,REG,DEN,1.0,00-0022427,WR,Wes Welker,Wes,Welker,Ankle,,Probable,Ankle,,Full Participation in Practice,2013-09-04T12:56:13.000000+0000
2013.0,REG,DET,1.0,00-0027009,S,Louis Delmas,Louis,Delmas,Knee,,Probable,Knee,,Did Not Participate In Practice,2013-09-06T13:00:30.000000+0000
2013.0,REG,DET,1.0,00-0026194,DE,Jason Jones,Jason,Jones,Knee,,Probable,Knee,,Did Not Participate In Practice,2013-09-06T13:01:09.000000+0000
2013.0,REG,DET,1.0,00-0030059,DE,Ezekiel Ansah,Ezekiel,Ansah,Concussion,,Probable,Concussion,,Full Participation in Practice,2013-09-06T13:00:44.000000+0000
2013.0,REG,GB,1.0,00-0029261,CB,Casey Hayward,Casey,Hayward,Hamstring,,Out,Hamstring,,Out (Definitely Will Not Play),2013-09-06T13:45:32.000000+0000
2013.0,REG,GB,1.0,00-0027676,S,Morgan Burnett,Morgan,Burnett,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2013-09-06T13:44:54.000000+0000
2013.0,REG,GB,1.0,00-0026946,LB,Brad Jones,Brad,Jones,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2013-09-06T13:45:11.000000+0000
2013.0,REG,GB,1.0,00-0023918,CB,Jarrett Bush,Jarrett,Bush,Ankle,,Probable,Ankle,,Limited Participation in Practice,2013-09-06T13:44:31.000000+0000
2013.0,REG,HOU,1.0,00-0030097,T,David Quessenberry,David,Quessenberry,Foot,,Out,Foot,,Did Not Participate In Practice,2013-09-07T12:23:05.000000+0000
2013.0,REG,HOU,1.0,00-0027703,LB,Darryl Sharpton,Darryl,Sharpton,Concussion,,Out,Concussion,,Did Not Participate In Practice,2013-09-07T12:23:13.000000+0000
2013.0,REG,HOU,1.0,00-0021377,S,Ed Reed,Ed,Reed,Hip,,Questionable,Hip,,Limited Participation in Practice,2013-09-07T12:23:35.000000+0000
2013.0,REG,HOU,1.0,00-0030228,CB,A.J. Bouye,A.J.,Bouye,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0026991,LB,Brian Cushing,Brian,Cushing,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0026796,RB,Arian Foster,Arian,Foster,Calf,,Probable,Calf,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0027718,TE,Garrett Graham,Garrett,Graham,Hip,,Probable,Hip,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,Concussion,,Probable,Concussion,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0026935,CB,Brice McCain,Brice,McCain,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0029643,LB,Whitney Mercilus,Whitney,Mercilus,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0030473,LB,Sam Montgomery,Sam,Montgomery,Achilles,,Probable,Achilles,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0029520,S,Eddie Pleasant,Eddie,Pleasant,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0029673,WR,DeVier Posey,DeVier,Posey,Achilles,,Probable,Achilles,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0027980,LB,Brooks Reed,Brooks,Reed,Back,,Probable,Back,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,HOU,1.0,00-0022131,G,Wade Smith,Wade,Smith,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-07T12:21:48.000000+0000
2013.0,REG,IND,1.0,00-0020498,WR,Reggie Wayne,Reggie,Wayne,,,,Not Injury Related,,Did Not Participate In Practice,2013-09-06T11:54:52.000000+0000
2013.0,REG,IND,1.0,00-0027831,LB,Kavell Conner,Kavell,Conner,Ankle,,Out,Ankle,,Did Not Participate In Practice,2013-09-06T11:56:54.000000+0000
2013.0,REG,IND,1.0,00-0027892,LB,Pat Angerer,Pat,Angerer,Concussion,,Doubtful,Concussion,,Did Not Participate In Practice,2013-09-06T12:00:04.000000+0000
2013.0,REG,IND,1.0,00-0027755,WR,David Reed,David,Reed,Concussion,Quadricep,Questionable,Concussion,Quadricep,Did Not Participate In Practice,2013-09-06T11:57:14.000000+0000
2013.0,REG,IND,1.0,00-0027032,DT,Fili Moala,Fili,Moala,Foot,,Questionable,Foot,,Full Participation in Practice,2013-09-06T11:58:30.000000+0000
2013.0,REG,IND,1.0,00-0029689,TE,Dwayne Allen,Dwayne,Allen,Foot,,Probable,Foot,,Full Participation in Practice,2013-09-06T11:55:22.000000+0000
2013.0,REG,IND,1.0,00-0025637,RB,Ahmad Bradshaw,Ahmad,Bradshaw,Foot,,Probable,Foot,,Full Participation in Practice,2013-09-06T11:55:22.000000+0000
2013.0,REG,IND,1.0,00-0027960,T,Anthony Castonzo,Anthony,Castonzo,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:55:22.000000+0000
2013.0,REG,IND,1.0,00-0029697,TE,Coby Fleener,Coby,Fleener,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:55:22.000000+0000
2013.0,REG,IND,1.0,00-0028211,LB,Mario Harvey,Mario,Harvey,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:55:22.000000+0000
2013.0,REG,IND,1.0,00-0026249,G,Mike McGlynn,Mike,McGlynn,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:55:22.000000+0000
2013.0,REG,IND,1.0,00-0028650,S,Joe Young,Joe,Young,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:55:22.000000+0000
2013.0,REG,JAX,1.0,00-0024243,TE,Marcedes Lewis,Marcedes,Lewis,Calf,,Out,Calf,,Did Not Participate In Practice,2013-09-06T13:07:55.000000+0000
2013.0,REG,JAX,1.0,00-0026373,RB,Justin Forsett,Justin,Forsett,Toe,,Questionable,Toe,,Full Participation in Practice,2013-09-06T13:07:35.000000+0000
2013.0,REG,JAX,1.0,00-0027948,QB,Blaine Gabbert,Blaine,Gabbert,right thumb,,Questionable,right thumb,,Limited Participation in Practice,2013-09-06T13:07:44.000000+0000
2013.0,REG,JAX,1.0,00-0028014,G,Will Rackley,Will,Rackley,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2013-09-06T13:08:10.000000+0000
2013.0,REG,JAX,1.0,00-0028174,WR,Stephen Burton,Stephen,Burton,Illness,,Probable,Illness,,Full Participation in Practice,2013-09-06T13:05:59.000000+0000
2013.0,REG,JAX,1.0,00-0030538,CB,Johnathan Cyprien,Johnathan,Cyprien,Hamstring,,Probable,Hamstring,,Limited Participation in Practice,2013-09-06T13:08:48.000000+0000
2013.0,REG,JAX,1.0,00-0027055,DT,Roy Miller,Roy,Miller,Knee,,Probable,Knee,,Limited Participation in Practice,2013-09-06T13:05:59.000000+0000
2013.0,REG,JAX,1.0,00-0024405,DE,Jeremy Mincey,Jeremy,Mincey,Illness,,Probable,Illness,,Limited Participation in Practice,2013-09-06T13:05:59.000000+0000
2013.0,REG,KC,1.0,00-0030508,LB,Nico Johnson,Nico,Johnson,Ankle,,Out,Ankle,,Did Not Participate In Practice,2013-09-06T12:57:41.000000+0000
2013.0,REG,KC,1.0,00-0027673,G,Jon Asamoah,Jon,Asamoah,Calf,,Questionable,Calf,,Did Not Participate In Practice,2013-09-06T12:57:07.000000+0000
2013.0,REG,KC,1.0,00-0028024,DE,Allen Bailey,Allen,Bailey,Not Injury Related,,Questionable,Not Injury Related,,Did Not Participate In Practice,2013-09-06T12:57:13.000000+0000
2013.0,REG,KC,1.0,00-0025940,S,Husain Abdullah,Husain,Abdullah,Foot,,Questionable,Foot,,Limited Participation in Practice,2013-09-06T12:57:00.000000+0000
2013.0,REG,KC,1.0,00-0030506,TE,Travis Kelce,Travis,Kelce,Knee,,Questionable,Knee,,Limited Participation in Practice,2013-09-06T12:57:58.000000+0000
2013.0,REG,KC,1.0,00-0026257,S,Quintin Demps,Quintin,Demps,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2013-09-06T12:57:21.000000+0000
2013.0,REG,KC,1.0,00-0030584,T,Eric Fisher,Eric,Fisher,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-06T12:56:06.000000+0000
2013.0,REG,KC,1.0,00-0029279,LB,James-Michael Johnson,James-Michael,Johnson,Groin,,Probable,Groin,,Full Participation in Practice,2013-09-06T12:56:06.000000+0000
2013.0,REG,KC,1.0,00-0029130,LB,Dezman Moses,Dezman,Moses,Toe,,Probable,Toe,,Full Participation in Practice,2013-09-06T12:56:06.000000+0000
2013.0,REG,KC,1.0,00-0027037,CB,Sean Smith,Sean,Smith,Neck,,Probable,Neck,,Full Participation in Practice,2013-09-06T12:56:06.000000+0000
2013.0,REG,KC,1.0,00-0029543,T,Donald Stephenson,Donald,Stephenson,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-06T12:56:06.000000+0000
2013.0,REG,MIA,1.0,00-0030519,CB,Will Davis,Will,Davis,Toe,,Out,Toe,,Did Not Participate In Practice,2013-09-06T11:05:40.000000+0000
2013.0,REG,MIA,1.0,00-0028453,QB,Pat Devlin,Pat,Devlin,Ankle,,Out,Ankle,,Did Not Participate In Practice,2013-09-06T11:05:48.000000+0000
2013.0,REG,MIA,1.0,00-0030484,CB,Jamar Taylor,Jamar,Taylor,Groin,,Out,Groin,,Did Not Participate In Practice,2013-09-06T11:05:57.000000+0000
2013.0,REG,MIA,1.0,00-0023727,CB,Dimitri Patterson,Dimitri,Patterson,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2013-09-06T11:06:10.000000+0000
2013.0,REG,MIA,1.0,00-0028454,LB,Jonathan Freeny,Jonathan,Freeny,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-06T11:05:33.000000+0000
2013.0,REG,MIA,1.0,00-0030555,DE,Dion Jordan,Dion,Jordan,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-06T11:05:33.000000+0000
2013.0,REG,MIA,1.0,00-0027082,DE,Vaughn Martin,Vaughn,Martin,Ankle,,Probable,Ankle,,Full Participation in Practice,2013-09-06T11:05:33.000000+0000
2013.0,REG,MIA,1.0,00-0030422,TE,Dion Sims,Dion,Sims,Groin,,Probable,Groin,,Full Participation in Practice,2013-09-06T11:05:33.000000+0000
2013.0,REG,MIA,1.0,00-0028173,S,Jimmy Wilson,Jimmy,Wilson,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2013-09-06T11:05:33.000000+0000
2013.0,REG,MIN,1.0,00-0022073,DT,Kevin Williams,Kevin,Williams,Knee,,Out,Knee,,Did Not Participate In Practice,2013-09-06T11:04:48.000000+0000
2013.0,REG,MIN,1.0,00-0028359,QB,McLeod Bethel-Thompson,McLeod,Bethel-Thompson,Illness,,Probable,Illness,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0027649,CB,Chris Cook,Chris,Cook,Groin,,Probable,Groin,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0028260,LB,Larry Dean,Larry,Dean,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0030574,DT,Sharrif Floyd,Sharrif,Floyd,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0026292,DT,Letroy Guion,Letroy,Guion,Finger,,Probable,Finger,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0025945,LB,Erin Henderson,Erin,Henderson,Heel,,Probable,Heel,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0027030,T,Phil Loadholt,Phil,Loadholt,Knee,,Probable,Knee,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0030578,WR,Cordarrelle Patterson,Cordarrelle,Patterson,Back,,Probable,Back,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0028108,CB,Mistral Raymond,Mistral,Raymond,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,MIN,1.0,00-0029606,S,Harrison Smith,Harrison,Smith,Back,,Probable,Back,,Full Participation in Practice,2013-09-06T11:04:37.000000+0000
2013.0,REG,NE,1.0,00-0023620,T,Will Svitek,Will,Svitek,Knee,,Out,Knee,,Did Not Participate In Practice,2013-09-06T12:49:34.000000+0000
2013.0,REG,NE,1.0,00-0027656,TE,Rob Gronkowski,Rob,Gronkowski,Back,Forearm,Doubtful,Back,Forearm,Limited Participation in Practice,2013-09-06T12:49:23.000000+0000
2013.0,REG,NE,1.0,00-0029239,RB,Brandon Bolden,Brandon,Bolden,Knee,,Questionable,Knee,,Limited Participation in Practice,2013-09-06T12:48:42.000000+0000
2013.0,REG,NE,1.0,00-0030540,WR,Aaron Dobson,Aaron,Dobson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2013-09-06T12:48:52.000000+0000
2013.0,REG,NE,1.0,00-0029570,S,Nate Ebner,Nate,Ebner,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2013-09-06T12:49:00.000000+0000
2013.0,REG,NE,1.0,00-0030383,S,Duron Harmon,Duron,Harmon,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2013-09-06T12:49:12.000000+0000
2013.0,REG,NE,1.0,00-0026035,WR,Danny Amendola,Danny,Amendola,Groin,,Probable,Groin,,Full Participation in Practice,2013-09-06T12:48:24.000000+0000
2013.0,REG,NO,1.0,00-0028564,S,Isa Abdul-Quddus,Isa,Abdul-Quddus,Ankle,,Out,Ankle,,Did Not Participate In Practice,2013-09-06T12:48:38.000000+0000
2013.0,REG,NO,1.0,00-0030215,DE,Glenn Foster,Glenn,Foster,Ankle,,Out,Ankle,,Did Not Participate In Practice,2013-09-06T12:48:48.000000+0000
2013.0,REG,NO,1.0,00-0030067,T,Terron Armstead,Terron,Armstead,Stomach,,Probable,Stomach,,Full Participation in Practice,2013-09-06T12:48:29.000000+0000
2013.0,REG,NO,1.0,00-0029205,RB,Travaris Cadet,Travaris,Cadet,Foot,,Probable,Foot,,Full Participation in Practice,2013-09-06T12:48:29.000000+0000
2013.0,REG,NO,1.0,00-0024466,WR,Marques Colston,Marques,Colston,Foot,,Probable,Foot,,Full Participation in Practice,2013-09-06T12:48:29.000000+0000
2013.0,REG,NO,1.0,00-0024323,G,Jahri Evans,Jahri,Evans,Back,,Probable,Back,,Full Participation in Practice,2013-09-06T12:48:29.000000+0000
2013.0,REG,NO,1.0,00-0027551,DE,Junior Galette,Junior,Galette,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2013-09-06T12:48:29.000000+0000
2013.0,REG,NO,1.0,00-0030222,LB,Kevin Reddick,Kevin,Reddick,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2013-09-06T12:48:29.000000+0000
2013.0,REG,NO,1.0,00-0024424,T,Zach Strief,Zach,Strief,Back,,Probable,Back,,Full Participation in Practice,2013-09-06T12:48:29.000000+0000
